timestamp,session,status
1712190165809,adaptation,ENTER
1712190466120,adaptation,EXIT
1712190466120,baseline,ENTER
1712190646266,baseline,EXIT
1712190682217,tsst-prep,ENTER
1712190864798,tsst-prep,EXIT
1712190864798,tsst-speech,ENTER
1712191047730,tsst-speech,EXIT
1712191064267,meditation-1,ENTER
1712191367346,meditation-1,EXIT
1712191391564,screen-reading,ENTER
1712191575823,screen-reading,EXIT
1712191589361,ssst-prep,ENTER
1712191623280,ssst-prep,EXIT
1712191623280,ssst-sing,ENTER
1712191656499,ssst-sing,EXIT
1712191721978,meditation-2,ENTER
1712192022980,meditation-2,EXIT
1712192045101,keyboard-typing,ENTER
1712192227852,keyboard-typing,EXIT
1712192227852,rest-1,ENTER
1712192352539,rest-1,EXIT
1712192360722,mobile-typing,ENTER
1712192540999,mobile-typing,EXIT
1712192540999,rest-2,ENTER
1712192665029,rest-2,EXIT
1712192676808,standing,ENTER
1712192856316,standing,EXIT
1712192856316,rest-3,ENTER
1712192976116,rest-3,EXIT
1712193004679,walking,ENTER
1712193126364,walking,EXIT
1712193126364,rest-4,ENTER
1712193233595,rest-4,EXIT
1712193258103,jogging,ENTER
1712193379223,jogging,EXIT
1712193379223,rest-5,ENTER
1712193757570,rest-5,EXIT
1712193757570,running,ENTER
1712193878638,running,EXIT
