phoneTimestamp,duration
1712222010700,656
1712222011356,650
1712222012006,649
1712222012655,636
1712222013291,1249
1712222014540,598
1712222015137,594
1712222015732,582
1712222016313,570
1712222016884,569
1712222017453,567
1712222018020,566
1712222018585,575
1712222019161,577
1712222019737,582
1712222020320,591
1712222020911,606
1712222021517,609
1712222022126,598
1712222022724,599
1712222023323,592
1712222023915,588
1712222024503,582
1712222025085,581
1712222025665,577
1712222026243,579
1712222026822,584
1712222027406,577
1712222027983,1152
1712222029135,585
1712222029720,583
1712222030303,584
1712222030887,588
1712222031475,587
1712222032062,592
1712222032654,599
1712222033253,592
1712222033845,609
1712222034454,608
1712222035062,607
1712222035669,606
1712222036275,599
1712222036873,598
1712222037472,593
1712222038065,586
1712222038651,590
1712222039241,586
1712222039827,584
1712222040411,589
1712222041000,584
1712222041584,582
1712222042166,583
1712222042749,572
1712222043321,587
1712222043908,449
1712222044357,554
1712222044911,692
1712222045603,571
1712222046174,559
1712222046733,555
1712222047288,337
1712222047625,976
1712222048601,1696
1712222050297,790
1712222051087,287
1712222051374,1413
1712222052787,580
1712222053367,584
1712222053951,587
1712222054537,588
1712222055126,587
1712222055713,588
1712222056301,591
1712222056892,580
1712222057472,581
1712222058053,572
1712222058625,571
1712222059196,573
1712222059769,569
1712222060337,565
1712222060903,566
1712222061469,563
1712222062032,553
1712222062585,549
1712222063134,542
1712222063676,556
1712222064232,575
1712222064807,574
1712222065381,588
1712222065969,602
1712222066571,604
1712222067175,600
1712222067775,603
1712222068377,613
1712222068991,624
1712222069615,622
1712222070237,611
1712222070848,622
1712222071470,620
1712222072089,625
1712222072715,612
1712222073327,626
1712222073953,632
1712222074585,646
1712222075231,659
1712222075889,640
1712222076529,660
1712222077190,686
1712222077876,685
1712222078561,658
1712222079219,667
1712222079886,670
1712222080556,672
1712222081228,653
1712222081881,679
1712222082560,682
1712222083241,691
1712222083933,679
1712222084612,703
1712222085315,708
1712222086023,689
1712222086712,679
1712222087391,673
1712222088064,668
1712222088732,655
1712222089387,649
1712222090036,646
1712222090681,650
1712222091332,644
1712222091976,644
1712222092620,647
1712222093267,663
1712222093929,649
1712222094579,655
1712222095233,652
1712222095886,655
1712222096541,659
1712222097200,674
1712222097873,684
1712222098558,678
1712222099236,664
1712222099900,676
1712222100576,684
1712222101260,680
1712222101940,676
1712222102616,666
1712222103281,651
1712222103933,672
1712222104605,685
1712222105289,693
1712222105983,671
1712222106654,692
1712222107345,703
1712222108049,721
1712222108769,717
1712222109487,724
1712222110211,738
1712222110949,733
1712222111681,701
1712222112383,705
1712222113088,698
1712222113785,698
1712222114484,696
1712222115180,694
1712222115873,676
1712222116550,667
1712222117217,673
1712222117889,674
