timestamp,session,status
1712056834193,adaptation,ENTER
1712057138266,adaptation,EXIT
1712057138266,baseline,ENTER
1712057317830,baseline,EXIt
1712057340691,tsst-prep,ENTER
1712057521995,tsst-prep,EXIT
1712057521995,tsst-speech,ENTER
1712057702824,tsst-speech,EXIT
1712057728654,meditation-1,ENTER
1712058040782,meditation-1,EXIT
1712058073599,screen-reading,ENTER
1712058254337,screen-reading,EXIT
1712058269748,ssst-prep,ENTER
1712058299911,ssst-prep,EXIT
1712058299911,ssst-sing,ENTER
1712058337185,ssst-sing,EXIT
1712058393847,meditation-2,ENTER
1712058694275,meditation-2,EXIT
1712058719568,keyboard-typing,ENTER
1712058906135,keyboard-typing,EXIT
1712058906135,rest-1,ENTER
1712059023487,rest-1,EXIT
1712059032922,mobile-typing,ENTER
1712059216835,mobile-typing,EXIT
1712059216835,rest-2,ENTER
1712059351695,rest-2,EXIT
1712059367330,standing,ENTER
1712059549066,standing,EXIT
1712059549066,rest-3,ENTER
1712059672340,rest-3,EXIT
1712059695876,walking,ENTER
1712059816813,walking,EXIT
1712059816813,rest-4,ENTER
1712059931138,rest-4,EXIT
1712059931138,jogging,ENTER
1712060052390,jogging,EXIT
1712060052390,rest-5,ENTER
1712060248857,rest-5,EXIT
1712060248857,running,ENTER
1712060371496,running,EXIT
