timestamp,session,status
1711417199842,adaptation,ENTER
1711417499344,adaptation,EXIT
1711417499344,baseline,ENTER
1711417680487,baseline,EXIt
1711417709382,tsst-prep,ENTER
1711417887308,tsst-prep,EXIT
1711417887308,tsst-speech,ENTER
1711418073763,tsst-speech,EXIT
1711418102287,meditation-1,ENTER
1711418402364,meditation-1,EXIT
1711418430070,screen-reading,ENTER
1711418610467,screen-reading,EXIT
1711418629523,ssst-prep,ENTER
1711418660621,ssst-prep,EXIT
1711418660621,ssst-sing,ENTER
1711418691787,ssst-sing,EXIT
1711418737702,meditation-2,ENTER
1711419038098,meditation-2,EXIT
1711419069485,keyboard-typing,ENTER
1711419254410,keyboard-typing,EXIT
1711419263277,rest-1,ENTER
1711419382907,rest-1,EXIT
1711419398259,mobile-typing,ENTER
1711419578427,mobile-typing,EXIT
1711419587532,rest-2,ENTER
1711419711240,rest-2,EXIT
1711419731002,standing,ENTER
1711419911865,standing,EXIT
1711419922086,rest-3,ENTER
1711420042715,rest-3,EXIT
1711420081045,walking,ENTER
1711420201416,walking,EXIT
1711420201416,rest-4,ENTER
1711420324984,rest-4,EXIT
1711420359809,jogging,ENTER
1711420480326,jogging,EXIT
1711420493413,rest-5,ENTER
1711420794448,rest-5,EXIT
1711420804578,running,ENTER
1711420927079,running,EXIT
