phoneTimestamp,duration
1711037373711,902
1711037374613,3375
1711037373693,12734
1711037373542,1948
1711037375489,588
1711037376078,1053
1711037377131,457
1711037377588,513
1711037378101,568
1711037378669,435
1711037379104,1032
1711037380136,632
1711037380768,866
1711037381633,1154
1711037382788,495
1711037383283,1481
1711037384764,526
1711037385289,1563
1711037386853,1034
1711037387887,1495
1711037389382,3652
1711037388739,1803
1711037390542,982
1711037391524,460
1711037391984,986
1711037392969,459
1711037393429,470
1711037393899,529
1711037394428,946
1711037395374,2911
1711037393990,1927
1711037395917,412
1711037396329,2281
1711037394315,11007
1711037392437,631
1711037393068,706
1711037393774,761
1711037394535,828
1711037395363,729
1711037396092,749
1711037396841,653
1711037397494,658
1711037398152,713
1711037398865,883
1711037399748,802
1711037400550,941
1711037401491,948
1711037402439,862
1711037403301,862
1711037404163,787
1711037404950,964
1711037405913,946
1711037406860,856
1711037407716,929
1711037408645,844
1711037409489,709
1711037410198,1229
1711037411427,298
1711037411725,311
1711037412036,1160
1711037413196,851
1711037414047,854
1711037414901,719
1711037415620,699
1711037416319,711
1711037417030,760
1711037417790,732
1711037418521,698
1711037419220,801
1711037420021,840
1711037420861,830
1711037421691,867
1711037422558,758
1711037423316,646
1711037423961,884
1711037424846,830
1711037425676,804
1711037426480,278
1711037426758,438
1711037427196,258
1711037427454,513
1711037427967,563
1711037428529,321
1711037428851,809
1711037429660,729
1711037430389,764
1711037431153,787
1711037431940,743
1711037432683,725
1711037433408,713
1711037434121,769
1711037434889,727
1711037435617,728
1711037436345,707
1711037437052,745
1711037437797,810
1711037438607,729
1711037439336,748
1711037440084,779
1711037440863,808
1711037441671,813
1711037442484,799
1711037443283,688
1711037443971,656
1711037444627,677
1711037445304,719
1711037446023,660
1711037446683,655
1711037447337,698
1711037448036,758
1711037448793,703
1711037449497,663
1711037450160,689
1711037450849,700
1711037451549,666
1711037452215,659
1711037452873,703
1711037453577,747
1711037454324,793
1711037455117,748
1711037455865,696
1711037456561,729
1711037457289,768
1711037458057,770
1711037458828,681
1711037459509,652
1711037460161,700
1711037460861,768
1711037461629,799
1711037462428,702
1711037463129,747
1711037463877,856
1711037464733,880
1711037465613,816
1711037466429,863
1711037467292,896
1711037468188,813
1711037469001,896
1711037469897,937
1711037470833,844
1711037471678,904
1711037472582,941
1711037473523,796
1711037474319,795
1711037475113,771
1711037475885,803
1711037476688,756
1711037477444,749
1711037478193,667
1711037478860,678
1711037479537,720
1711037480257,700
1711037480958,713
1711037481671,745
1711037482416,707
1711037483123,695
1711037483817,759
1711037484577,750
1711037485327,714
1711037486041,715
1711037486756,748
1711037487504,849
1711037488353,851
1711037489204,804
1711037490008,797
1711037490805,733
1711037491537,747
1711037492285,758
1711037493043,721
1711037493764,749
1711037494513,735
1711037495248,685
1711037495933,689
1711037496622,737
1711037497359,734
1711037498093,708
1711037498801,738
1711037499539,750
1711037500289,709
1711037500998,671
1711037501669,665
1711037502334,675
1711037503009,721
1711037503729,726
1711037504456,673
1711037505129,690
1711037505819,702
1711037506521,752
1711037507273,704
1711037507977,681
1711037508657,735
1711037509393,792
1711037510185,694
1711037510879,696
1711037511575,729
1711037512304,787
1711037513091,840
1711037513931,780
1711037514711,810
1711037515521,846
1711037516367,761
1711037517128,793
1711037517921,870
1711037518791,779
1711037519569,769
1711037520339,820
1711037521159,822
1711037521981,817
1711037522798,707
1711037523505,737
1711037524241,820
1711037525062,747
1711037525809,771
1711037526580,829
1711037527409,854
1711037528263,820
1711037529083,856
1711037529939,870
1711037530809,772
1711037531581,780
1711037532361,752
1711037533113,738
1711037533851,805
1711037534656,876
1711037535532,821
1711037536353,840
1711037537193,902
1711037538095,791
1711037538886,741
1711037539627,815
1711037540441,864
1711037541305,780
1711037542086,860
1711037542945,880
1711037543825,798
1711037544624,740
1711037545364,730
1711037546094,686
1711037546780,655
1711037547435,662
1711037548097,705
1711037548801,742
1711037549544,821
1711037550365,868
1711037551233,856
1711037552089,776
1711037552865,842
1711037553707,890
1711037554597,851
1711037555448,762
1711037556209,830
1711037557040,944
1711037557984,955
1711037558939,889
1711037559828,894
1711037560721,948
1711037561670,974
1711037562644,856
1711037563500,858
1711037564358,885
1711037565243,791
1711037566033,916
1711037566950,938
1711037567888,796
1711037568684,883
1711037569567,893
1711037570460,819
1711037571279,879
1711037572158,973
1711037573131,890
1711037574021,806
1711037574827,887
1711037575713,931
1711037576645,835
1711037577480,899
1711037578379,892
1711037579271,824
1711037580095,893
1711037580988,953
1711037581941,887
1711037582828,919
1711037583747,936
1711037584683,837
1711037585520,897
1711037586417,862
1711037587279,871
1711037588150,906
1711037589056,887
1711037589943,806
1711037590749,721
1711037591470,770
1711037592240,852
1711037593092,795
1711037593887,856
1711037594743,858
1711037595601,719
1711037596320,749
1711037597069,816
1711037597885,891
1711037598776,872
1711037599648,782
1711037600430,783
1711037601213,829
1711037602041,858
1711037602900,832
1711037603732,777
1711037604509,853
1711037605361,906
1711037606268,821
1711037607089,912
1711037608001,931
1711037608932,808
1711037609740,853
1711037610593,890
1711037611483,854
1711037612337,761
1711037613097,802
1711037613900,869
1711037614769,834
1711037615603,826
1711037616429,879
1711037617308,889
1711037618197,926
1711037619123,848
1711037619971,826
1711037620797,801
1711037621598,784
1711037622382,702
1711037623084,660
1711037623744,718
1711037624462,816
1711037625278,887
1711037626165,921
1711037627086,909
1711037627995,898
1711037628893,873
1711037629766,916
1711037630681,928
1711037631609,880
1711037632489,882
1711037633372,917
1711037634289,915
1711037635204,918
1711037636121,856
1711037636977,794
1711037637772,841
1711037638613,1018
1711037639631,1032
1711037640663,975
1711037641638,907
1711037642545,883
1711037643428,896
1711037644324,907
1711037645231,848
1711037646079,903
1711037646982,949
1711037647931,905
1711037648836,840
1711037649676,896
1711037650572,897
1711037651469,872
1711037652341,793
1711037653134,813
1711037653947,867
1711037654814,856
1711037655670,784
1711037656454,833
1711037657287,851
1711037658137,863
1711037659001,799
1711037659800,723
1711037660523,755
1711037661278,816
1711037662094,848
1711037662942,791
1711037663733,819
1711037664552,861
1711037665413,902
1711037666315,841
1711037667156,742
1711037667897,739
1711037668637,766
1711037669403,823
1711037670225,763
1711037670989,785
1711037671774,863
1711037672637,853
1711037673489,787
1711037674277,854
1711037675131,896
1711037676027,856
1711037676883,836
1711037677719,865
1711037678584,863
1711037679447,789
1711037680236,743
1711037680979,791
1711037681769,837
1711037682607,865
1711037683472,869
1711037684341,729
1711037685070,743
1711037685813,791
1711037686604,839
1711037687443,740
1711037688183,725
1711037688908,755
1711037689663,788
1711037690451,724
1711037691175,730
1711037691905,797
1711037692702,870
1711037693572,880
1711037694452,778
1711037695230,767
1711037695997,786
1711037696783,839
1711037697622,867
1711037698489,814
1711037699303,745
1711037700048,785
1711037700833,851
1711037701684,893
1711037702577,916
1711037703493,884
1711037704377,796
1711037705173,758
1711037705931,786
1711037706717,838
1711037707555,827
1711037708382,769
1711037709151,859
1711037710009,920
1711037710929,905
1711037711835,802
1711037712637,803
1711037713440,832
1711037714272,835
1711037715107,852
1711037715959,740
1711037716699,718
1711037717417,770
1711037718187,817
1711037719004,874
1711037719878,811
1711037720689,737
1711037721425,806
1711037722232,843
1711037723075,836
1711037723911,771
1711037724681,785
1711037725467,847
1711037726313,870
1711037727184,784
1711037727968,708
1711037728676,737
1711037729413,803
1711037730216,842
1711037731057,794
1711037731852,734
1711037732585,782
1711037733368,800
1711037734168,782
1711037734950,730
1711037735680,762
1711037736441,818
1711037737260,862
1711037738121,788
1711037738910,753
1711037739663,791
1711037740454,819
1711037741273,817
1711037742089,743
1711037742833,783
1711037743616,848
1711037744464,814
1711037745278,780
1711037746057,850
1711037746908,862
1711037747769,807
1711037748577,754
1711037749331,798
1711037750129,839
1711037750968,791
1711037751759,771
1711037752529,837
1711037753367,861
1711037754228,824
1711037755052,771
1711037755823,851
1711037756673,883
1711037757557,818
1711037758375,791
1711037759166,831
1711037759997,851
1711037760848,797
1711037761645,773
1711037762417,824
1711037763241,835
1711037764077,840
1711037764917,746
1711037765663,792
1711037766455,863
1711037767318,862
1711037768180,796
1711037768976,816
1711037769792,818
1711037770609,802
1711037771412,744
1711037772156,704
1711037772860,703
1711037773563,674
1711037774237,650
1711037774887,657
1711037775544,694
1711037776238,660
1711037776897,674
1711037777572,739
1711037778311,800
1711037779111,756
1711037779867,746
1711037780613,781
1711037781393,791
1711037782185,758
1711037782943,705
1711037783648,730
1711037784377,746
1711037785124,767
1711037785891,716
1711037786607,730
1711037787337,779
1711037788116,813
1711037788929,762
1711037789691,744
1711037790435,801
1711037791236,831
1711037792067,791
1711037792857,751
1711037793609,800
1711037794409,844
1711037795253,808
1711037796061,740
