timestamp,session,status
1710999963002,adaptation,ENTER
1711000263919,adaptation,EXIT
1711000263919,baseline,ENTER
1711000445720,baseline,EXIT
1711000479591,tsst-prep,ENTER
1711000660020,tsst-prep,EXIT
1711000660020,tsst-speech,ENTER
1711000844483,tsst-speech,EXIT
1711000894911,meditation-1,ENTER
1711001196206,meditation-1,EXIT
1711001221480,screen-reading,ENTER
1711001402017,screen-reading,EXIT
1711001417422,ssst-prep,ENTER
1711001447479,ssst-prep,EXIT
1711001447479,ssst-sing,ENTER
1711001484222,ssst-sing,EXIT
1711001517866,meditation-2,ENTER
1711001818754,meditation-2,EXIT
1711001851784,keyboard-typing,ENTER
1711002030900,keyboard-typing,EXIT
1711002030900,rest-1,ENTER
1711002162790,rest-1,EXIT
1711002175585,mobile-typing,ENTER
1711002359867,mobile-typing,EXIT
1711002369348,rest-2,ENTER
1711002490073,rest-2,EXIT
1711002503387,standing,ENTER
1711002685328,standing,EXIT
1711002690581,rest-3,ENTER
1711002815120,rest-3,EXIT
1711002850692,walking,ENTER
1711002972067,walking,EXIT
1711002980595,rest-4,ENTER
1711003099501,rest-4,EXIT
1711003133303,jogging,ENTER
1711003254159,jogging,EXIT
1711003264952,rest-5,ENTER
1711003387669,rest-5,EXIT
1711003413818,running,ENTER
1711003534492,running,EXIT
