timestamp,session,status
1712041412559,adaptation,ENTER
1712041712616,adaptation,EXIT
1712041712616,baseline,ENTER
1712041892477,baseline,EXIT
1712041952347,tsst-prep,ENTER
1712042132484,tsst-prep,EXIT
1712042132484,tsst-speech,ENTER
1712042312831,tsst-speech,EXIT
1712042366573,meditation-1,ENTER
1712042666596,meditation-1,EXIt
1712042703695,screen-reading,ENTER
1712042883590,screen-reading,EXIT
1712042931872,ssst-prep,ENTER
1712042961969,ssst-prep,EXIT
1712042961969,ssst-sing,ENTER
1712042992205,ssst-sing,EXIT
1712043024996,meditation-2,ENTER
1712043325134,meditation-2,EXIT
1712043358669,keyboard-typing,ENTER
1712043538743,keyboard-typing,EXIT
1712043556357,rest-1,ENTER
1712043677009,rest-1,EXIT
1712043696019,mobile-typing,ENTER
1712043876180,mobile-typing,EXIT
1712043886645,rest-2,ENTER
1712044007253,rest-2,EXIT
1712044028285,standing,ENTER
1712044208411,standing,EXIT
1712044215565,rest-3,ENTER
1712044335634,rest-3,EXIT
1712044388299,walking,ENTER
1712044508409,walking,EXIT
1712044521501,rest-4,ENTER
1712044642170,rest-4,EXIT
1712044668870,jogging,ENTER
1712044789140,jogging,EXIT
1712044801418,rest-5,ENTER
1712044921643,rest-5,EXIT
1712044951926,running,ENTER
1712045071924,running,EXIT
