timestamp,session,status
1711685721358,adaptation,ENTER
1711686021694,adaptation,EXIT
1711686021694,baseline,ENTER
1711686201607,baseline,EXIT
1711686249890,tsst-prep,ENTER
1711686427924,tsst-prep,EXIT
1711686427924,tsst-speech,ENTER
1711686611302,tsst-speech,EXIT
1711686664715,meditation-1,ENTER
1711686964664,meditation-1,EXIT
1711687005306,screen-reading,ENTER
1711687185543,screen-reading,EXIT
1711687224081,ssst-prep,ENTER
1711687254313,ssst-prep,EXIT
1711687254313,ssst-sing,ENTER
1711687284097,ssst-sing,EXIT
1711687327163,meditation-2,ENTER
1711687627119,meditation-2,EXIT
1711687670125,keyboard-typing,ENTER
1711687850374,keyboard-typing,EXIT
1711687871999,rest-1,ENTER
1711687992116,rest-1,EXIT
1711688019486,mobile-typing,ENTER
1711688199634,mobile-typing,EXIT
1711688211632,rest-2,ENTER
1711688331879,rest-2,EXIT
1711688358307,standing,ENTER
1711688538397,standing,EXIT
1711688548795,rest-3,ENTER
1711688668981,rest-3,EXIT
1711688736981,walking,ENTER
1711688857178,walking,EXIT
1711688871845,rest-4,ENTER
1711688991991,rest-4,EXIT
1711689019150,jogging,ENTER
1711689139343,jogging,EXIT
1711689155847,rest-5,ENTER
1711689276079,rest-5,EXIT
1711689306354,running,ENTER
1711689426486,running,EXIT
